benchmark_dir,ground_truth_kind,script_path,bug_id,bug_code,bug_description,bug_line,line_text,nesting_depth,statements_before,lukas-depth,fork_count,fork_path_factor,fork_count_prefix,fork_path_factor_prefix,loc,line_percentile
benchmarks/milestone_2/rm_root,buggy_variant,benchmarks/milestone_2/rm_root/variants/bug-too_many_diffs.sh,bug01,unbound,An unset variable is used,14,"$DUMP -d wecard -u $DB_USER -p $DB_PASS -o $OUT_DIR/$DATE   ""$COMMENT"" 执行备份命令 # ...",0,12,0,0,1,0,1,22,0.583333
benchmarks/milestone_2/rm_root,buggy_variant,benchmarks/milestone_2/rm_root/variants/bug-too_many_diffs.sh,bug01,unbound,An unset variable is used,14,"$DUMP -d wecard -u $DB_USER -p $DB_PASS -o $OUT_DIR/$DATE   ""$COMMENT"" 执行备份命令 # ...",0,12,0,0,1,0,1,22,0.583333
benchmarks/milestone_2/rm_root,buggy_variant,benchmarks/milestone_2/rm_root/variants/bug-too_many_diffs.sh,bug01,unbound,An unset variable is used,15,"tar -zcvf $TAR_DIR/$TAR_BAK $OUT_DIR/$DATE       ""$COMMENT"" 将备份文件打包成正式包 # ...",0,13,0,0,1,0,1,22,0.625
benchmarks/milestone_2/rm_root,buggy_variant,benchmarks/milestone_2/rm_root/variants/bug-too_many_diffs.sh,bug01,unbound,An unset variable is used,15,"tar -zcvf $TAR_DIR/$TAR_BAK $OUT_DIR/$DATE       ""$COMMENT"" 将备份文件打包成正式包 # ...",0,13,0,0,1,0,1,22,0.625
benchmarks/milestone_2/rm_root,buggy_variant,benchmarks/milestone_2/rm_root/variants/bug-too_many_diffs.sh,bug01,unbound,An unset variable is used,16,"find $TAR_DIR/ -mtime +$DAYS -delete             ""$COMMENT"" 删除14天前的旧备份 # ...",0,14,0,0,1,0,1,22,0.666667
benchmarks/milestone_2/rm_root,buggy_variant,benchmarks/milestone_2/rm_root/variants/bug-too_many_diffs.sh,bug02,word_split,Unquoted variable in rm can word-split and delete arbitrary files,12,"rm -rf  $OUT_DIR/*                ""$COMMENT"" 清空临时文件 # bug here: unbound variable, will try to delete root",0,10,0,0,1,0,1,22,0.5
benchmarks/milestone_2/rm_root,buggy_variant,benchmarks/milestone_2/rm_root/variants/bug-too_many_diffs.sh,bug03,del_sys_file,Everything under / is deleted because of an unset variable,12,"rm -rf  $OUT_DIR/*                ""$COMMENT"" 清空临时文件 # bug here: unbound variable, will try to delete root",0,10,0,0,1,0,1,22,0.5
benchmarks/milestone_2/rm_root,buggy_variant,benchmarks/milestone_2/rm_root/variants/bug-too_many_diffs.sh,bug04,word_split_del_sys_file,Unquoted variable in rm can word-split and delete system files,12,"rm -rf  $OUT_DIR/*                ""$COMMENT"" 清空临时文件 # bug here: unbound variable, will try to delete root",0,10,0,0,1,0,1,22,0.5
benchmarks/milestone_2/unset_var-const_if-dead_code,original,benchmarks/milestone_2/unset_var-const_if-dead_code/original.sh,bug00,unbound,An unset variable is used ($directorytocopy),6,"if [ ! -d ""$directorytocopy"" ]; then",1,3,0,1,2,1,2,10,0.5
benchmarks/milestone_2/unset_var-const_if-dead_code,original,benchmarks/milestone_2/unset_var-const_if-dead_code/original.sh,bug01,conc_const_cond,If condition is constant assuming that $directorytocopy is unset,6,"if [ ! -d ""$directorytocopy"" ]; then",1,3,0,1,2,1,2,10,0.5
benchmarks/milestone_2/unset_var-const_if-dead_code,original,benchmarks/milestone_2/unset_var-const_if-dead_code/original.sh,bug02,conc_dead_code,Dead code from early exit assuming that $directorytocopy is unset,10,"mkdir -p ""$backuptodirectory""",0,6,1,0,1,1,2,10,0.833333
benchmarks/milestone_2/unset_var-const_if-dead_code,buggy,benchmarks/milestone_2/unset_var-const_if-dead_code/posix.sh,bug00,unbound,An unset variable is used ($directorytocopy),6,"if [ ! -d ""$directorytocopy"" ]; then # bug here (1, 2): directorycopy is unset, check will always succeed",1,2,0,1,2,1,2,9,0.5
benchmarks/milestone_2/unset_var-const_if-dead_code,buggy,benchmarks/milestone_2/unset_var-const_if-dead_code/posix.sh,bug01,conc_const_cond,If condition is constant assuming that $directorytocopy is unset,6,"if [ ! -d ""$directorytocopy"" ]; then # bug here (1, 2): directorycopy is unset, check will always succeed",1,2,0,1,2,1,2,9,0.5
benchmarks/milestone_2/unset_var-const_if-dead_code,buggy,benchmarks/milestone_2/unset_var-const_if-dead_code/posix.sh,bug02,conc_dead_code,Dead code from early exit assuming that $directorytocopy is unset,10,"mkdir -p ""$backuptodirectory"" # bug here (3): dead code due to bug (2)",0,5,1,0,1,1,2,9,0.833333
benchmarks/milestone_2/unset_var-const_if-dead_code,fixed,benchmarks/milestone_2/unset_var-const_if-dead_code/fixed.sh,bug00,unbound,An unset variable is used ($directorytocopy),6,"if [ ! -d ""$directorytocopy"" ]; then",1,2,0,1,2,1,2,9,0.5
benchmarks/milestone_2/unset_var-const_if-dead_code,fixed,benchmarks/milestone_2/unset_var-const_if-dead_code/fixed.sh,bug01,conc_const_cond,If condition is constant assuming that $directorytocopy is unset,6,"if [ ! -d ""$directorytocopy"" ]; then",1,2,0,1,2,1,2,9,0.5
benchmarks/milestone_2/unset_var-const_if-dead_code,fixed,benchmarks/milestone_2/unset_var-const_if-dead_code/fixed.sh,bug02,conc_dead_code,Dead code from early exit assuming that $directorytocopy is unset,10,"mkdir -p ""$backuptodirectory""",0,5,1,0,1,1,2,9,0.833333
benchmarks/milestone_2/unset_var-const_if-dead_code,buggy_variant,benchmarks/milestone_2/unset_var-const_if-dead_code/variants/bug-assign_later.sh,bug00,unbound,An unset variable is used ($directorytocopy),6,"if [ ! -d ""$directorytocopy"" ]; then # bug here (1, 2): directorycopy is unset, check will always succeed",1,2,0,1,2,1,2,10,0.428571
benchmarks/milestone_2/unset_var-const_if-dead_code,buggy_variant,benchmarks/milestone_2/unset_var-const_if-dead_code/variants/bug-assign_later.sh,bug01,conc_const_cond,If condition is constant assuming that $directorytocopy is unset,6,"if [ ! -d ""$directorytocopy"" ]; then # bug here (1, 2): directorycopy is unset, check will always succeed",1,2,0,1,2,1,2,10,0.428571
benchmarks/milestone_2/unset_var-const_if-dead_code,buggy_variant,benchmarks/milestone_2/unset_var-const_if-dead_code/variants/bug-assign_later.sh,bug02,conc_dead_code,Dead code from early exit assuming that $directorytocopy is unset,10,"mkdir -p ""$backuptodirectory"" # bug here (3): dead code due to bug (2)",0,5,1,0,1,1,2,10,0.714286
benchmarks/simple_fs/access_after_mv,original,benchmarks/simple_fs/access_after_mv/original.sh,bug00,cmd_expected_path_state,Accessing directory after it has been moved,49,    mv actualbudget-actual-server-*/* /opt/actualbudget/,1,32,2,0,1,2,4,52,0.720588
benchmarks/simple_fs/access_after_mv,buggy,benchmarks/simple_fs/access_after_mv/posix.sh,bug00,cmd_expected_path_state,Accessing directory after it has been moved,49,    mv actualbudget-actual-server-*/* /opt/actualbudget/ # bug here: /opt/actualbudget was moved to /opt/actualbudget_bak,1,32,2,0,1,2,4,52,0.720588
benchmarks/simple_fs/access_after_mv,fixed,benchmarks/simple_fs/access_after_mv/fixed.sh,bug00,cmd_expected_path_state,Accessing directory after it has been moved,50,    mv actualbudget-actual-server-*/* /opt/actualbudget/,1,33,2,0,1,2,4,53,0.724638
benchmarks/simple_fs/access_del_resource,original,benchmarks/simple_fs/access_del_resource/original.sh,bug00,cmd_expected_path_state,"On every iteration except the first, the source directory of the mv operation does not exist",9,rm -rf workingfolder,1,7,1,1,2,2,4,9,0.9
benchmarks/simple_fs/access_del_resource,buggy,benchmarks/simple_fs/access_del_resource/posix.sh,bug00,cmd_expected_path_state,"On every iteration except the first, the source directory of the mv operation does not exist",9,    mv -f workingfolder/* /storage/sort_tv # bug here: attempt to move from directory that was deleted in the previous iteration,1,6,1,2,4,2,4,9,0.818182
benchmarks/simple_fs/access_del_resource,fixed,benchmarks/simple_fs/access_del_resource/fixed.sh,bug00,cmd_expected_path_state,"On every iteration except the first, the source directory of the mv operation does not exist",9,    mv -f workingfolder/* /storage/sort_tv,1,6,1,2,4,2,4,9,0.75
benchmarks/simple_fs/cd_into_file,original,benchmarks/simple_fs/cd_into_file/original.sh,bug00,cmd_expected_path_state,Change directory into a file (due to missing -d flag in mktemp),10,"  cd ""$temp_dir"" && # cd into file",1,7,8,7,128,2,4,29,0.30303
benchmarks/simple_fs/cd_into_file,buggy,benchmarks/simple_fs/cd_into_file/posix.sh,bug00,cmd_expected_path_state,Change directory into a file (due to missing -d flag in mktemp),12,"  cd ""$temp_dir"" && # bug here: cd into file due to missing -d in mktemp",1,7,8,7,128,2,4,29,0.342857
benchmarks/simple_fs/cd_into_file,fixed,benchmarks/simple_fs/cd_into_file/fixed.sh,bug00,cmd_expected_path_state,Change directory into a file (due to missing -d flag in mktemp),12,"  cd ""$temp_dir"" &&",1,7,8,7,128,2,4,29,0.342857
benchmarks/simple_fs/overwrite_file,original,benchmarks/simple_fs/overwrite_file/original.sh,bug00,data_loss,Xargs command renames all files to the same target,3,find . -name '*.R' | xargs -I files mv files target,0,0,0,0,1,0,1,2,0.6
benchmarks/simple_fs/overwrite_file,original,benchmarks/simple_fs/overwrite_file/original.sh,bug00,data_loss,Xargs command renames all files to the same target,5,find . -name '*.sh' | xargs -I files mv files target,0,1,0,0,1,0,1,2,1.0
benchmarks/simple_fs/overwrite_file,buggy,benchmarks/simple_fs/overwrite_file/posix.sh,bug00,data_loss,Xargs command renames all files to the same target,3,find . -name '*.R' | xargs -I files mv files target # bug here: target is constant for all files (and is not necessarily a directory),0,0,0,0,1,0,1,2,0.6
benchmarks/simple_fs/overwrite_file,buggy,benchmarks/simple_fs/overwrite_file/posix.sh,bug00,data_loss,Xargs command renames all files to the same target,5,find . -name '*.sh' | xargs -I files mv files target # bug here: target is constant for all files (and is not necessarily a directory),0,1,0,0,1,0,1,2,1.0
benchmarks/simple_fs/overwrite_file,fixed,benchmarks/simple_fs/overwrite_file/fixed.sh,bug00,data_loss,Xargs command renames all files to the same target,5,find . -name '*.R' | xargs -I files mv files target,0,1,1,0,1,1,2,3,0.714286
benchmarks/simple_fs/overwrite_file,fixed,benchmarks/simple_fs/overwrite_file/fixed.sh,bug00,data_loss,Xargs command renames all files to the same target,7,find . -name '*.sh' | xargs -I files mv files target,0,2,1,0,1,1,2,3,1.0
benchmarks/simple_fs/overwrite_file_2,original,benchmarks/simple_fs/overwrite_file_2/original.sh,bug00,data_loss,File is accidentally overwritten in every iteration of a loop,9,"            mv ""Aday $i.png"" /home/eurydice/""Bulunur Bir Şeyler""/Dosyamsılar/Kazananlar/""Bahar $n.png"" ;",1,5,0,1,2,1,2,10,0.642857
benchmarks/simple_fs/overwrite_file_2,original,benchmarks/simple_fs/overwrite_file_2/original.sh,bug00,data_loss,File is accidentally overwritten in every iteration of a loop,10,"            mv ""Aday $i.jpg"" /home/eurydice/""Bulunur Bir Şeyler""/Dosyamsılar/Kazananlar/""Bahar $n.jpg"" ;",1,6,0,1,2,1,2,10,0.714286
benchmarks/simple_fs/overwrite_file_2,buggy,benchmarks/simple_fs/overwrite_file_2/posix.sh,bug00,data_loss,File is accidentally overwritten in every iteration of a loop,9,"    mv ""Aday $i.png"" /home/eurydice/""Bulunur Bir Şeyler""/Dosyamsılar/Kazananlar/""Bahar $n.png"" ; # bug here: n is redefined on every iteration, so the same file is overwritten",1,5,0,1,2,1,2,10,0.6
benchmarks/simple_fs/overwrite_file_2,buggy,benchmarks/simple_fs/overwrite_file_2/posix.sh,bug00,data_loss,File is accidentally overwritten in every iteration of a loop,10,"    mv ""Aday $i.jpg"" /home/eurydice/""Bulunur Bir Şeyler""/Dosyamsılar/Kazananlar/""Bahar $n.jpg"" ; # bug here: n is redefined on every iteration, so the same file is overwritten",1,6,0,1,2,1,2,10,0.666667
benchmarks/simple_fs/overwrite_file_2,fixed,benchmarks/simple_fs/overwrite_file_2/fixed.sh,bug00,data_loss,File is accidentally overwritten in every iteration of a loop,9,"    mv ""Aday $i.png"" /home/eurydice/""Bulunur Bir Şeyler""/Dosyamsılar/Kazananlar/""Bahar $n.png"" ;",1,5,0,1,2,1,2,10,0.6
benchmarks/simple_fs/overwrite_file_2,fixed,benchmarks/simple_fs/overwrite_file_2/fixed.sh,bug00,data_loss,File is accidentally overwritten in every iteration of a loop,10,"    mv ""Aday $i.jpg"" /home/eurydice/""Bulunur Bir Şeyler""/Dosyamsılar/Kazananlar/""Bahar $n.jpg"" ;",1,6,0,1,2,1,2,10,0.666667
benchmarks/simple_fs/overwrite_file_3,original,benchmarks/simple_fs/overwrite_file_3/original.sh,bug00,data_loss,File is accidentally overwritten in every iteration of a loop,9,  AuditTypeID=14,2,3,2,2,4,2,4,12,0.642857
benchmarks/simple_fs/overwrite_file_3,buggy,benchmarks/simple_fs/overwrite_file_3/posix.sh,bug00,data_loss,File is accidentally overwritten in every iteration of a loop,9,        cp op.txt op/op.txt.$current_time # bug here: the same file is overwritten on each iteration,2,6,2,2,4,2,4,9,0.818182
benchmarks/simple_fs/overwrite_file_3,fixed,benchmarks/simple_fs/overwrite_file_3/fixed.sh,bug00,data_loss,File is accidentally overwritten in every iteration of a loop,9,        cp op.txt op/op.txt.$current_time,2,6,2,2,4,2,4,9,0.818182
benchmarks/simple_fs/overwrite_file_4,original,benchmarks/simple_fs/overwrite_file_4/original.sh,bug00,data_loss,File is overwritten immediately after being created,7,"echo ""proc print data=sasdata.data ;"" > $x/chk.sas",0,2,0,0,1,0,1,6,0.7
benchmarks/simple_fs/overwrite_file_4,original,benchmarks/simple_fs/overwrite_file_4/original.sh,bug00,data_loss,File is overwritten immediately after being created,8,"echo ""run;"" > $x/chk.sas",0,3,0,0,1,0,1,6,0.8
benchmarks/simple_fs/overwrite_file_4,buggy,benchmarks/simple_fs/overwrite_file_4/posix.sh,bug00,data_loss,File is overwritten immediately after being created,7,"echo ""proc print data=sasdata.data ;"" > $x/chk.sas # bug here: file is immedietely overwritten here",0,2,0,0,1,0,1,6,0.7
benchmarks/simple_fs/overwrite_file_4,buggy,benchmarks/simple_fs/overwrite_file_4/posix.sh,bug00,data_loss,File is overwritten immediately after being created,8,"echo ""run;"" > $x/chk.sas # bug here: file is immedietely overwritten here",0,3,0,0,1,0,1,6,0.8
benchmarks/simple_fs/overwrite_file_4,fixed,benchmarks/simple_fs/overwrite_file_4/fixed.sh,bug00,data_loss,File is overwritten immediately after being created,7,"echo ""proc print data=sasdata.data ;"" >> $x/chk.sas",0,2,0,0,1,0,1,6,0.7
benchmarks/simple_fs/overwrite_file_4,fixed,benchmarks/simple_fs/overwrite_file_4/fixed.sh,bug00,data_loss,File is overwritten immediately after being created,8,"echo ""run;"" >> $x/chk.sas",0,3,0,0,1,0,1,6,0.8
benchmarks/web_forums/accident,original,benchmarks/web_forums/accident/original.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,3,rm *,0,1,0,0,1,0,1,2,0.75
benchmarks/web_forums/accident,original,benchmarks/web_forums/accident/original.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,2,rm -rf *,0,0,0,0,1,0,1,2,0.5
benchmarks/web_forums/accident,original,benchmarks/web_forums/accident/original.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,3,rm *,0,1,0,0,1,0,1,2,0.75
benchmarks/web_forums/accident,buggy,benchmarks/web_forums/accident/posix.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,3,rm *,0,1,0,0,1,0,1,2,0.75
benchmarks/web_forums/accident,buggy,benchmarks/web_forums/accident/posix.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,2,rm -rf *,0,0,0,0,1,0,1,2,0.5
benchmarks/web_forums/accident,buggy,benchmarks/web_forums/accident/posix.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,3,rm *,0,1,0,0,1,0,1,2,0.75
benchmarks/web_forums/accident,fixed,benchmarks/web_forums/accident/fixed.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,3,rm *,0,2,0,0,1,0,1,3,0.75
benchmarks/web_forums/accident,fixed,benchmarks/web_forums/accident/fixed.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,2,rm -rf *,0,1,0,0,1,0,1,3,0.5
benchmarks/web_forums/accident,fixed,benchmarks/web_forums/accident/fixed.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,3,rm *,0,2,0,0,1,0,1,3,0.75
benchmarks/web_forums/capturing_empty_output,original,benchmarks/web_forums/capturing_empty_output/original.sh,bug00,capturing_empty_output,"The output of mkdir is captured, but mkdir does not produce output",10,"a=`mkdir -p -- ""$path""`",1,4,1,1,2,1,2,7,0.666667
benchmarks/web_forums/capturing_empty_output,buggy,benchmarks/web_forums/capturing_empty_output/posix.sh,bug00,capturing_empty_output,"The output of mkdir is captured, but mkdir does not produce output",10,"a=`mkdir -p -- ""$path""` # bug here: mkdir does not produce output",1,4,1,1,2,1,2,7,0.714286
benchmarks/web_forums/capturing_empty_output,fixed,benchmarks/web_forums/capturing_empty_output/fixed.sh,bug00,capturing_empty_output,"The output of mkdir is captured, but mkdir does not produce output",10,"a=`mkdir -v -p -- ""$path""`",1,4,1,1,2,1,2,7,0.714286
benchmarks/web_forums/claude2,original,benchmarks/web_forums/claude2/original.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,3,mkdir ~,0,0,0,0,1,0,1,3,0.6
benchmarks/web_forums/claude2,original,benchmarks/web_forums/claude2/original.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,5,rm -rf *,0,2,0,0,1,0,1,3,1.0
benchmarks/web_forums/claude2,buggy,benchmarks/web_forums/claude2/posix.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,3,mkdir ~,0,0,0,0,1,0,1,3,0.6
benchmarks/web_forums/claude2,buggy,benchmarks/web_forums/claude2/posix.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,5,rm -rf *,0,2,0,0,1,0,1,3,1.0
benchmarks/web_forums/claude2,fixed,benchmarks/web_forums/claude2/fixed.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,3,mkdir ~,0,0,0,0,1,0,1,3,0.6
benchmarks/web_forums/claude2,fixed,benchmarks/web_forums/claude2/fixed.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,5,rm -rf *,0,2,0,0,1,0,1,3,1.0
benchmarks/web_forums/claude3,original,benchmarks/web_forums/claude3/original.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,2,mkdir -p some/dir,0,0,0,0,1,0,1,4,0.4
benchmarks/web_forums/claude3,original,benchmarks/web_forums/claude3/original.sh,bug01,data_loss,Detected issue code 'data_loss' in benchmark script,5,rm some/dir/newfile.cpp && rmdir some/dir,0,3,1,1,2,1,2,4,1.0
benchmarks/web_forums/claude3,buggy,benchmarks/web_forums/claude3/posix.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,2,mkdir -p some/dir,0,0,0,0,1,0,1,4,0.4
benchmarks/web_forums/claude3,buggy,benchmarks/web_forums/claude3/posix.sh,bug01,data_loss,Detected issue code 'data_loss' in benchmark script,5,rm some/dir/newfile.cpp && rmdir some/dir,0,3,1,1,2,1,2,4,1.0
benchmarks/web_forums/claude3,fixed,benchmarks/web_forums/claude3/fixed.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,2,# FIXED: mkdir -p some/dir,0,0,0,0,1,0,1,0,0.4
benchmarks/web_forums/claude3,fixed,benchmarks/web_forums/claude3/fixed.sh,bug01,data_loss,Detected issue code 'data_loss' in benchmark script,5,# FIXED: rm some/dir/newfile.cpp && rmdir some/dir,0,0,0,0,1,0,1,0,1.0
benchmarks/web_forums/claude4,original,benchmarks/web_forums/claude4/original.sh,bug00,data_loss,Detected issue code 'data_loss' in benchmark script,5,"echo ""some other output"" > nul",0,1,0,0,1,0,1,2,1.0
benchmarks/web_forums/claude4,buggy,benchmarks/web_forums/claude4/posix.sh,bug00,data_loss,Detected issue code 'data_loss' in benchmark script,5,"echo ""some other output"" > nul",0,1,0,0,1,0,1,2,1.0
benchmarks/web_forums/claude4,fixed,benchmarks/web_forums/claude4/fixed.sh,bug00,data_loss,Detected issue code 'data_loss' in benchmark script,5,"echo ""some other output"" > /dev/null",0,1,0,0,1,0,1,2,1.0
benchmarks/web_forums/claude5,original,benchmarks/web_forums/claude5/original.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,4,cd Builds/Xcode && cd - && rm -rf *,0,0,2,2,4,2,4,1,1.0
benchmarks/web_forums/claude5,original,benchmarks/web_forums/claude5/original.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,4,cd Builds/Xcode && cd - && rm -rf *,0,0,2,2,4,2,4,1,1.0
benchmarks/web_forums/claude5,buggy,benchmarks/web_forums/claude5/posix.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,4,cd Builds/Xcode && cd - && rm -rf *,0,0,2,2,4,2,4,1,1.0
benchmarks/web_forums/claude5,buggy,benchmarks/web_forums/claude5/posix.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,4,cd Builds/Xcode && cd - && rm -rf *,0,0,2,2,4,2,4,1,1.0
benchmarks/web_forums/claude5,fixed,benchmarks/web_forums/claude5/fixed.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,4,cd Builds/Xcode && rm -rf *,0,0,1,1,2,1,2,1,1.0
benchmarks/web_forums/claude5,fixed,benchmarks/web_forums/claude5/fixed.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,4,cd Builds/Xcode && rm -rf *,0,0,1,1,2,1,2,1,1.0
benchmarks/web_forums/claude6,original,benchmarks/web_forums/claude6/original.sh,bug00,del_user_dir,Detected issue code 'del_user_dir' in benchmark script,3,rm -rf /Users/user/project/apps/ui/.next/dev/cache cd ~ && npx next dev,0,0,1,1,2,1,2,1,1.0
benchmarks/web_forums/claude_wipe,original,benchmarks/web_forums/claude_wipe/original.sh,bug00,del_user_dir,Agent-generated code deletes the user's home directory,3,rm -rf tests/ patches/ plan/ ~/ # bug here: deletes home directory,0,0,0,0,1,0,1,1,1.0
benchmarks/web_forums/confused_mkdir,original,benchmarks/web_forums/confused_mkdir/original.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,2,mkdir /tmp/one/two/tree,0,0,0,0,1,0,1,3,0.5
benchmarks/web_forums/confused_mkdir,original,benchmarks/web_forums/confused_mkdir/original.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,4,mkdir  /tmp/one/two/tree,0,2,0,0,1,0,1,3,1.0
benchmarks/web_forums/confused_mkdir,buggy,benchmarks/web_forums/confused_mkdir/posix.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,2,mkdir /tmp/one/two/tree,0,0,0,0,1,0,1,3,0.5
benchmarks/web_forums/confused_mkdir,buggy,benchmarks/web_forums/confused_mkdir/posix.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,4,mkdir  /tmp/one/two/tree,0,2,0,0,1,0,1,3,1.0
benchmarks/web_forums/confused_mkdir,fixed,benchmarks/web_forums/confused_mkdir/fixed.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,2,# FIXED: mkdir /tmp/one/two/tree,0,0,0,0,1,0,1,0,0.5
benchmarks/web_forums/confused_mkdir,fixed,benchmarks/web_forums/confused_mkdir/fixed.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,4,# FIXED: mkdir  /tmp/one/two/tree,0,0,0,0,1,0,1,0,1.0
benchmarks/web_forums/delete_home_user,original,benchmarks/web_forums/delete_home_user/original.sh,bug00,del_user_dir,Detected issue code 'del_user_dir' in benchmark script,2,sudo rm -r /home/user,0,0,0,0,1,0,1,1,1.0
benchmarks/web_forums/delete_home_user,buggy,benchmarks/web_forums/delete_home_user/posix.sh,bug00,del_user_dir,Detected issue code 'del_user_dir' in benchmark script,2,sudo rm -r /home/user,0,0,0,0,1,0,1,1,1.0
benchmarks/web_forums/delete_home_user,fixed,benchmarks/web_forums/delete_home_user/fixed.sh,bug00,del_user_dir,Detected issue code 'del_user_dir' in benchmark script,2,# FIXED: sudo rm -r /home/user,0,0,0,0,1,0,1,0,1.0
benchmarks/web_forums/delete_slash,original,benchmarks/web_forums/delete_slash/original.sh,bug00,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,3,sudo rm -rf --no-preserve-root /mnt/hetznerbackup /,0,0,0,0,1,0,1,1,1.0
benchmarks/web_forums/delete_slash,buggy,benchmarks/web_forums/delete_slash/posix.sh,bug00,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,3,sudo rm -rf --no-preserve-root /mnt/hetznerbackup /,0,0,0,0,1,0,1,1,1.0
benchmarks/web_forums/delete_slash,fixed,benchmarks/web_forums/delete_slash/fixed.sh,bug00,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,3,# FIXED: sudo rm -rf --no-preserve-root /mnt/hetznerbackup /,0,0,0,0,1,0,1,0,1.0
benchmarks/web_forums/empty_path,original,benchmarks/web_forums/empty_path/original.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,21,"grep ""PATH"" /etc/profile",0,1,0,0,1,0,1,13,0.65625
benchmarks/web_forums/empty_path,original,benchmarks/web_forums/empty_path/original.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,22,"grep ""PATH"" /etc/profile.d/*.sh",0,2,0,0,1,0,1,13,0.6875
benchmarks/web_forums/empty_path,original,benchmarks/web_forums/empty_path/original.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,23,"bash -c ""echo \$PATH""",0,3,0,0,1,0,1,13,0.71875
benchmarks/web_forums/empty_path,original,benchmarks/web_forums/empty_path/original.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,24,"bash -c ""env | grep PATH""",0,4,0,0,1,0,1,13,0.75
benchmarks/web_forums/empty_path,original,benchmarks/web_forums/empty_path/original.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,25,"bash -c ""env | grep PATH""",0,5,0,0,1,0,1,13,0.78125
benchmarks/web_forums/empty_path,original,benchmarks/web_forums/empty_path/original.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,26,"bash -c ""env | grep PATH""",0,6,0,0,1,0,1,13,0.8125
benchmarks/web_forums/empty_path,original,benchmarks/web_forums/empty_path/original.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,27,"grep ""PATH"" /etc/profile",0,7,0,0,1,0,1,13,0.84375
benchmarks/web_forums/empty_path,original,benchmarks/web_forums/empty_path/original.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,28,cat /etc/profile,0,8,0,0,1,0,1,13,0.875
benchmarks/web_forums/empty_path,original,benchmarks/web_forums/empty_path/original.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,29,"grep ""PATH"" /etc/profile.d/*.sh",0,9,0,0,1,0,1,13,0.90625
benchmarks/web_forums/empty_path,original,benchmarks/web_forums/empty_path/original.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,30,"grep ""PATH"" /etc/profile.d/*.sh",0,10,0,0,1,0,1,13,0.9375
